post_id,date,platform,topic,keywords,hashtags,sentiment,sentiment_score,user_type,age_group,region,followers_count,views,likes,comments,shares
P111786,2025-11-16,LinkedIn,Education,school reopening,#Education,Positive,0.486,Regular User,45-54,Southeast Asia,376,15,1,0.0,0
P111379,2025-12-01,Twitter/X,Health & Wellness,vaccine,#Wellness,Neutral,0.008,Regular User,25-34,Australia/Oceania,534,6,0,0.0,0
P105560,2025-04-22,Twitter/X,Climate & Environment,"carbon emissions, heatwave","#Sustainability, #ClimateChange, #GoGreen",Positive,0.346,Macro-Influencer,35-44,South America,427615,14670,2134,126.0,297
P111627,2025-03-22,YouTube,Health & Wellness,"mental health, wellness tips, sleep health","#Yoga, #PublicHealth",Positive,0.236,Micro-Influencer,35-44,South Asia,49861,2271,60,30.0,37
P110999,2025-12-09,TikTok,Entertainment,"movie release, trailer","#NewAlbum, #MovieNight",Positive,0.5,Regular User,35-44,South America,107,26,1,0.0,0
P101087,2025-10-06,YouTube,Business & Finance,"crypto, startup funding",#Finance,Negative,-0.41,Regular User,18-24,Middle East,1125,49,3,0.0,0
P101803,2025-12-20,TikTok,Climate & Environment,"carbon emissions, flooding","#RenewableEnergy, #Conservation, #Sustainability",Neutral,-0.148,Regular User,25-34,Australia/Oceania,399,21,2,0.0,0
P111920,2025-02-25,TikTok,Sports,championship,#Sports,Negative,-0.185,Regular User,35-44,Southeast Asia,743,80,4,1.0,0
P108036,2025-02-23,LinkedIn,Education,"exam results, student loans","#Exams, #StudentLife, #EdTech",Negative,-0.169,Regular User,25-34,Europe,1686,22,1,0.0,0
P102960,2025-12-21,TikTok,Entertainment,"celebrity, movie release",#MovieNight,Positive,0.625,Brand Account,25-34,North America,1963412,231834,30533,1871.0,4705
P109056,2025-05-06,Facebook,Climate & Environment,"carbon emissions, climate change, conservation","#ClimateChange, #ClimateAction, #RenewableEnergy",Neutral,0.046,Regular User,55+,South Asia,375,6,0,0.0,0
P105114,2025-12-08,YouTube,Climate & Environment,"conservation, carbon emissions","#GoGreen, #ClimateAction",Negative,-0.625,Regular User,25-34,Europe,1001,181,13,1.0,0
P103163,2025-08-28,Twitter/X,Education,"curriculum, online learning, school reopening","#Scholarship, #OnlineLearning, #Exams",Negative,-0.272,Regular User,35-44,Middle East,351,11,0,0.0,0
P110409,2025-02-03,TikTok,Education,exam results,"#EdTech, #OnlineLearning",Neutral,0.147,Micro-Influencer,25-34,Africa,16348,808,52,11.0,5
P109910,2025-06-02,LinkedIn,Technology,"robotics, cybersecurity","#Innovation, #5G",Neutral,0.08,Regular User,18-24,Africa,1939,28,2,0.0,0
P105702,2025-05-25,YouTube,Education,"school reopening, edtech",#StudentLife,Neutral,-0.115,Regular User,18-24,Southeast Asia,1574,12,0,0.0,0
P107083,2025-03-22,YouTube,Health & Wellness,"sleep health, nutrition, vaccine","#Wellness, #MentalHealthMatters",Negative,-0.349,Regular User,45-54,North America,1330,300,19,2.0,3
P104774,2025-12-11,Facebook,Health & Wellness,"public health, sleep health, nutrition",#MentalHealthMatters,POSITIVE,0.53,Regular User,18-24,Europe,1307,44,4,0.0,0
P105655,2025-03-24,Instagram,Sports,"transfer news, coach",#TeamSpirit,Positive,0.529,Macro-Influencer,25-34,Middle East,198953,12727,1037,196.0,160
P102689,2025-07-13,Facebook,Health & Wellness,"wellness tips, mental health",#SelfCare,Positive,0.26,Micro-Influencer,18-24,Africa,18445,129,17,1.0,2
P108649,2025-11-04,Facebook,Technology,AI,"#AI, #StartupLife, #Gadgets",Positive,0.504,Regular User,18-24,South America,243,16,1,0.0,0
P100819,2025-11-07,Instagram,Entertainment,"box office, concert","#StreamingNow, #CelebNews",Positive,0.151,Regular User,25-34,Southeast Asia,707,16,0,0.0,0
P108185,2025-07-03,TikTok,Health & Wellness,"vaccine, yoga","#Fitness, #PublicHealth, #MentalHealthMatters",Positive,0.192,Regular User,55+,South America,1148,19,0,0.0,0
P103970,2025-07-03,Facebook,Climate & Environment,climate change,"#ClimateAction, #Conservation",Neutral,0.126,Regular User,13-17,North America,509,9,0,0.0,0
P110856,2025-10-27,YouTube,Business & Finance,"stock market, IPO, interest rates","#Crypto, #StockMarket",Neutral,0.052,Micro-Influencer,18-24,Middle East,17385,1018,60,10.0,10
P103668,2025-08-10,Instagram,Politics,"election, reform, policy",#Democracy,Negative,-0.338,Regular User,25-34,Southeast Asia,1713,124,6,0.0,0
P111538,2025-01-20,TikTok,Business & Finance,"startup funding, earnings report","#Layoffs, #Finance",Negative,-0.472,Regular User,35-44,Australia/Oceania,851,89,6,0.0,0
P100783,2025-08-07,YouTube,Business & Finance,"IPO, layoffs",#Inflation,Negative,-0.379,Regular User,25-34,Australia/Oceania,463,13,0,0.0,0
P110792,2025-11-18,YouTube,Business & Finance,"startup funding, stock market, layoffs",#Economy,Negative,-0.421,Micro-Influencer,25-34,South Asia,21926,2585,229,35.0,30
P101721,2025-01-23,Twitter/X,Politics,policy,"#Protest, #Government, #Democracy",Positive,0.461,Regular User,18-24,North America,1687,20,1,0.0,0
P106649,2025-10-28,Instagram,Technology,"gadgets, app update",#StartupLife,Positive,0.292,Regular User,25-34,South America,1801,18,1,0.0,0
P104734,2025-12-22,TikTok,Sports,"coach, world cup","#Transfer, #WorldCup",Neutral,0.111,Regular User,25-34,Australia/Oceania,589,12,0,0.0,0
P107190,2025-05-31,TikTok,Sports,world cup,"#Championship, #MatchDay",Negative,-0.17,Macro-Influencer,18-24,South America,105521,9870,284,,193
P105643,2025-09-06,Facebook,Sports,coach,"#Transfer, #Sports, #MatchDay",Positive,0.542,Regular User,25-34,Middle East,1439,27,1,0.0,0
P103294,2025-02-21,Twitter/X,Politics,"protest, voting","  #election2025, #democracy ",Positive,0.218,Regular User,25-34,,1096,10,1,0.0,0
P105446,2025-01-30,TikTok,Climate & Environment,"conservation, carbon emissions","#Conservation, #GoGreen, #RenewableEnergy",Negative,-0.19,Regular User,25-34,Europe,1426,109,13,1.0,2
P100142,2025-05-20,YouTube,Entertainment,streaming,"#Concert, #MovieNight",Positive,0.544,Macro-Influencer,18-24,South America,149218,5464,183,106.0,102
P102154,2025-09-01,Twitter/X,Politics,"debate, election, protest",#PolicyReform,Negative,-0.353,Verified/Celebrity,55+,South America,13263184,59770,4710,1399.0,567
P111448,2025-05-23,YouTube,Politics,"campaign, legislation","#Election2025, #Vote, #Protest",Neutral,-0.058,Regular User,18-24,Africa,680,33,1,0.0,0
P107142,2025-01-12,Instagram,Education,"scholarship, school reopening, edtech",#Exams,Positive,0.449,Regular User,18-24,South America,1272,165,16,2.0,1
P106872,2025-09-22,Twitter/X,Politics,election,"#Budget2025, #Government, #Protest",Positive,0.229,Regular User,35-44,Australia/Oceania,841,32,3,0.0,0
P103103,2025-04-22,YouTube,Technology,app update,#CyberSecurity,Positive,0.312,Regular User,18-24,Middle East,896,47,3,0.0,0
P100874,2025-12-28,YouTube,Climate & Environment,"heatwave, conservation, sustainability","#Conservation, #Sustainability, #RenewableEnergy",Negative,-0.416,Regular User,55+,Australia/Oceania,319,28,1,0.0,0
P111388,2025-12-04,YouTube,Climate & Environment,climate change,"#Sustainability, #ClimateChange",Positive,0.538,Verified/Celebrity,18-24,North America,15596770,626852,85599,2345.0,6757
P104605,2025-03-15,TikTok,Health & Wellness,"sleep health, vaccine","#Yoga, #Fitness, #SelfCare",Positive,0.552,Regular User,55+,South Asia,1499,49,2,0.0,0
P102230,2025-05-02,TikTok,Education,"exam results, online learning, edtech",#Education,Neutral,0.037,Verified/Celebrity,18-24,Africa,3756068,109727,9016,841.0,289
P110500,2025-06-07,Instagram,Sports,"championship, league table, tournament","#MatchDay, #WorldCup, #Championship",Neutral,0.002,Regular User,13-17,Africa,400,6,0,0.0,0
P102625,2025-03-19,LinkedIn,Entertainment,"album drop, celebrity, trailer","#CelebNews, #AwardSeason",Positive,0.302,Regular User,35-44,Africa,257,12,1,0.0,0
P109741,2025-03-28,YouTube,Education,"exam results, school reopening, scholarship","#Education, #OnlineLearning, #StudentLife",Positive,0.274,Regular User,55+,Europe,136,12,1,0.0,0
P110680,2025-11-07,YouTube,Sports,"tournament, league table","#Transfer, #GameDay, #Championship",Positive,0.517,Regular User,55+,Africa,1623,50,5,,0
P108434,2025-03-28,Facebook,Politics,"campaign, election, reform",#Vote,Neutral,-0.085,Regular User,18-24,South Asia,450,13,1,0.0,0
P101773,2025-07-02,Instagram,Technology,"gadgets, startup, AI",#TechNews,Positive,0.31,Regular User,35-44,,417,41,1,0.0,0
P109626,2025-08-23,Facebook,Business & Finance,"startup funding, inflation","#StockMarket, #Layoffs",Neutral,0.128,Regular User,25-34,Middle East,1467,8,0,0.0,0
P111216,2025-05-18,YouTube,Education,"online learning, student loans","#Exams, #StudentLife, #EdTech",Positive,0.633,Regular User,18-24,North America,1956,61,7,0.0,0
P104208,2025-07-26,Twitter/X,Sports,match result,"#TeamSpirit, #Transfer, #MatchDay",Positive,0.609,Verified/Celebrity,25-34,Australia/Oceania,6000202,77102,7850,929.0,927
P109937,2025-07-17,Twitter/X,Health & Wellness,fitness routine,"#PublicHealth, #Nutrition",Neutral,-0.149,Micro-Influencer,45-54,Africa,30985,601,43,10.0,7
P101550,2025-12-08,TikTok,Education,exam results,#Education,Negative,-0.829,Micro-Influencer,25-34,South America,16725,520,42,10.0,8
P102677,2025-12-04,Twitter/X,Technology,"cloud computing, gadgets","#AI, #5G, #CyberSecurity",Positive,0.786,Micro-Influencer,25-34,,33433,1326,98,7.0,15
P110590,2025-04-01,Facebook,Health & Wellness,mental health,#Yoga,Positive,0.357,Regular User,25-34,North America,1019,20,3,0.0,0
P103310,2025-11-07,Twitter/X,Business & Finance,"inflation, startup funding, crypto",#Finance,Neutral,-0.045,Macro-Influencer,18-24,Middle East,332391,224,23,4.0,2
P100792,2025-10-01,YouTube,Politics,"debate, policy, government",#Democracy,Neutral,-0.132,Regular User,18-24,Australia/Oceania,1060,21,2,0.0,0
P105365,2025-08-03,Twitter/X,Entertainment,album drop,"#Concert, #AwardSeason",Neutral,-0.066,Regular User,55+,Australia/Oceania,1976,35,2,0.0,0
P101703,2025-05-15,Instagram,Climate & Environment,"climate change, renewable energy, conservation",#GoGreen,Negative,-0.543,Regular User,25-34,South Asia,1059,39,4,1.0,0
P109338,2025-02-25,LinkedIn,Education,"student loans, school reopening","#OnlineLearning, #Exams, #StudentLife",Positive,0.474,Regular User,35-44,Middle East,943,15,0,0.0,0
P104936,2025-06-07,Twitter/X,Sports,"transfer news, match result","#Transfer, #WorldCup",Positive,0.358,Regular User,35-44,Southeast Asia,1614,57,4,0.0,1
P102563,2025-08-13,YouTube,Health & Wellness,yoga,"#MentalHealthMatters, #Wellness, #Nutrition",Neutral,-0.019,Regular User,45-54,,688,6,0,0.0,0
P107551,2025-03-30,YouTube,Health & Wellness,vaccine,"#Wellness, #Yoga, #MentalHealthMatters",Negative,-0.291,Regular User,35-44,Africa,117,11,1,0.0,0
P101972,2025-09-24,Twitter/X,Entertainment,"album drop, concert, movie release",#AwardSeason,Positive,0.816,Regular User,18-24,Europe,555,22,2,0.0,0
P100292,2025-06-10,YouTube,Education,"scholarship, school reopening","#EdTech, #Education",Positive,0.468,Regular User,18-24,Southeast Asia,629,19,2,0.0,0
P104105,2025-07-30,YouTube,Politics,"policy, election, protest",#Democracy,Negative,-0.234,Regular User,35-44,South America,1281,59,1,1.0,1
P101621,2025-06-16,Instagram,Technology,"app update, startup","#TechNews, #5G, #AI",Positive,0.32,Regular User,25-34,Australia/Oceania,966,25,2,0.0,0
P101298,2025-08-16,YouTube,Education,student loans,"#OnlineLearning, #Education, #Exams",Neutral,-0.021,Regular User,18-24,South America,1580,31,2,0.0,0
P105298,2025-05-16,Twitter/X,Sports,"league table, championship","#GameDay, #TeamSpirit, #Transfer",Positive,0.55,Regular User,18-24,Middle East,561,36,1,0.0,0
P106403,2025-10-23,Twitter/X,Sports,"match result, championship, tournament","#Transfer, #GameDay, #Sports",Positive,0.571,Regular User,35-44,Africa,1728,165,16,1.0,0
P108778,2025-04-17,Instagram,Sports,"injury update, match result, league table",  #gameday ,Positive,0.637,Regular User,25-34,Europe,1419,72,4,1.0,0
P100181,2025-09-26,LinkedIn,Entertainment,streaming,#AwardSeason,Positive,0.484,Micro-Influencer,35-44,South America,24782,541,75,3.0,1
P104131,2025-12-07,Instagram,Politics,"policy, legislation","#Election2025, #Government, #Democracy",Negative,-0.157,Regular User,35-44,Africa,1485,37,3,0.0,0
P110828,2025-11-24,Twitter/X,Entertainment,"award show, movie release, series finale",#CelebNews,Negative,-0.16,Regular User,25-34,Europe,1942,9,0,0.0,0
P100249,2025-10-02,Instagram,Politics,"protest, budget","#Vote, #Protest, #Government",Positive,0.404,Regular User,18-24,Europe,768,22,2,0.0,0
P110930,2025-03-17,Twitter/X,Health & Wellness,public health,"#Fitness, #Wellness, #Yoga",Negative,-0.262,Regular User,13-17,North America,1949,16,0,0.0,0
P108903,2025-06-20,LinkedIn,Sports,"league table, tournament, injury update",#WorldCup,Positive,0.355,Regular User,25-34,South Asia,1711,31,2,0.0,0
P105416,2025-12-05,Instagram,Entertainment,album drop,#BoxOffice,Positive,0.319,Micro-Influencer,25-34,Middle East,36472,236,23,0.0,4
P101771,2025-05-11,Instagram,Business & Finance,"IPO, inflation","#StockMarket, #Finance, #Inflation",Positive,0.297,Macro-Influencer,18-24,Europe,481967,7585,626,66.0,121
P100225,2025-12-26,Instagram,Technology,"ChatGPT, app update, AI",#5G,Positive,0.482,Regular User,45-54,Africa,1249,15,1,0.0,0
P108060,2025-09-16,TikTok,Sports,transfer news,"#MatchDay, #TeamSpirit",Negative,-0.295,Regular User,18-24,North America,1797,79,6,1.0,1
P103826,2025-07-28,Facebook,Technology,"cybersecurity, cloud computing, data privacy","#AI, #CyberSecurity, #5G",Neutral,-0.125,Regular User,18-24,Southeast Asia,325,8,0,0.0,0
P101039,2025-05-15,LinkedIn,Education,scholarship,#OnlineLearning,Neutral,-0.093,Regular User,18-24,Middle East,1273,7,0,0.0,0
P111910,2025-10-20,YouTube,Technology,data privacy,#Gadgets,Positive,0.785,Regular User,45-54,Africa,1903,116,3,1.0,0
P103598,2025-03-10,YouTube,Politics,protest,"#PolicyReform, #Election2025",Negative,-0.344,Regular User,25-34,North America,1215,147,13,1.0,2
P105031,2025-09-17,Facebook,Education,"edtech, exam results, school reopening",#Education,Positive,0.187,Regular User,18-24,Australia/Oceania,1971,87,4,1.0,1
P108122,2025-09-15,TikTok,Health & Wellness,"sleep health, vaccine",#MentalHealthMatters,Negative,-0.584,Regular User,55+,Middle East,1489,230,18,5.0,0
P107916,2025-11-24,LinkedIn,Health & Wellness,sleep health,"#Nutrition, #MentalHealthMatters, #Fitness",Neutral,-0.04,Verified/Celebrity,18-24,Middle East,2731291,8242,605,47.0,40
P106251,2025-02-05,Instagram,Entertainment,"celebrity, box office, album drop",#CelebNews,Positive,0.369,Regular User,25-34,South America,846,13,1,0.0,0
P103238,2025-01-26,Instagram,Entertainment,"series finale, trailer, box office","#MovieNight, #Concert, #StreamingNow",Positive,0.154,Regular User,25-34,Europe,1730,13,1,0.0,0
P105595,2025-07-23,YouTube,Politics,budget,#Protest,Negative,-0.526,Regular User,18-24,Middle East,79,22,2,0.0,0
P107186,2025-11-27,Instagram,Health & Wellness,"mental health, fitness routine, sleep health","#SelfCare, #PublicHealth",Negative,-0.721,Micro-Influencer,25-34,South Asia,44399,2214,251,21.0,16
P102207,2025-07-16,Twitter/X,Entertainment,"box office, series finale",#NewAlbum,Positive,0.716,Micro-Influencer,18-24,South Asia,45169,10303,1502,53.0,121
P108587,2025-10-14,YouTube,Technology,"startup, cloud computing",#5G,Neutral,0.063,Regular User,25-34,Middle East,1753,46,1,0.0,0
P104908,2025-07-15,LinkedIn,Business & Finance,earnings report,"#Economy, #Inflation, #StockMarket",Positive,0.339,Micro-Influencer,18-24,North America,38779,866,118,14.0,16
P102357,2025-10-01,YouTube,Entertainment,"concert, streaming","#StreamingNow, #AwardSeason",Positive,0.54,Macro-Influencer,18-24,,232823,40546,2436,439.0,389
P105992,2025-07-18,Facebook,Entertainment,album drop,"#CelebNews, #MovieNight",Positive,0.163,Micro-Influencer,25-34,Middle East,28663,633,3165,7.0,7
P107863,2025-10-17,Instagram,Politics,"policy, protest","#Protest, #Election2025",Negative,-0.17,Regular User,45-54,Africa,610,14,1,0.0,0
P110169,2025-04-26,LinkedIn,Education,student loans,#Exams,Positive,0.215,Regular User,18-24,Europe,1357,15,2,0.0,0
P107564,2025-11-01,LinkedIn,Climate & Environment,"climate change, heatwave, renewable energy",#RenewableEnergy,Negative,-0.184,Regular User,25-34,Africa,1109,18,1,0.0,0
P102853,2025-07-19,Instagram,Health & Wellness,"yoga, vaccine, sleep health",#Fitness,Neutral,-0.063,Regular User,18-24,South Asia,358,12,0,0.0,0
P109538,2025-05-28,LinkedIn,Sports,league table,"#GameDay, #MatchDay, #WorldCup",Positive,0.369,Regular User,35-44,Middle East,1056,13,1,0.0,0
P102983,2025-03-24,LinkedIn,Business & Finance,stock market,"#Finance, #Crypto",Negative,-0.761,Regular User,35-44,Africa,1642,21,0,0.0,0
P100124,2025-11-13,YouTube,Entertainment,"concert, streaming","#AwardSeason, #StreamingNow",Negative,-0.479,Micro-Influencer,45-54,Europe,30951,1060,58,23.0,7
P102188,2025-03-07,Instagram,Climate & Environment,"conservation, sustainability, flooding","#ClimateAction, #GoGreen",Negative,-0.197,Regular User,13-17,North America,681,46,5,0.0,0
P108902,2025-05-18,LinkedIn,Sports,coach,#Sports,Negative,-0.269,Macro-Influencer,18-24,North America,346555,5119,366,,24
P111272,2025-07-02,Facebook,Health & Wellness,"yoga, wellness tips",#Yoga,Negative,-0.433,Regular User,18-24,Middle East,1498,40,3,0.0,0
P100513,2025-08-15,Twitter/X,Climate & Environment,"flooding, carbon emissions, renewable energy",#Sustainability,Negative,-0.308,Regular User,13-17,Middle East,1371,93,3,2.0,1
P107404,2025-05-09,TikTok,Health & Wellness,public health,#Fitness,Negative,-0.162,Regular User,18-24,Southeast Asia,308,14,1,0.0,0
P107068,2025-05-09,Facebook,Technology,"gadgets, cloud computing","#Innovation, #CyberSecurity, #TechNews",Negative,-0.275,Regular User,25-34,South America,1895,44,1,0.0,0
P105240,2025-08-09,Facebook,Business & Finance,"IPO, layoffs","#Economy, #StockMarket, #Layoffs",Positive,0.16,Regular User,25-34,Australia/Oceania,1176,27,3,0.0,0
P109902,2025-08-19,TikTok,Technology,"5G, app update","#FutureTech, #StartupLife, #Innovation",Positive,0.268,Verified/Celebrity,18-24,South America,5084380,114851,9931,1544.0,1285
P100671,2025-11-25,Instagram,Education,"curriculum, online learning",#OnlineLearning,Positive,0.307,Regular User,18-24,Middle East,1683,28,3,0.0,0
P107262,2025-09-01,LinkedIn,Health & Wellness,"mental health, vaccine","#Wellness, #Yoga, #Fitness",Positive,0.328,Regular User,25-34,Africa,1652,24,2,0.0,0
P110286,2025-10-18,LinkedIn,Sports,"world cup, league table, coach",#Sports,Positive,0.626,Verified/Celebrity,55+,South America,1537115,30312,1003,355.0,427
P100528,2025-06-17,Instagram,Health & Wellness,mental health,"#Nutrition, #PublicHealth",Negative,-0.232,Micro-Influencer,18-24,South Asia,9163,64,5,0.0,0
P105163,2025-03-24,TikTok,Entertainment,"trailer, streaming, concert",#BoxOffice,Negative,-0.371,Regular User,25-34,Australia/Oceania,911,23,1,0.0,0
P106141,2025-09-18,YouTube,Business & Finance,"stock market, earnings report",#Economy,Neutral,-0.078,Regular User,25-34,Europe,1881,29,1,0.0,0
P100854,2025-12-14,Instagram,Climate & Environment,climate change,#GoGreen,NEGATIVE,-0.609,Macro-Influencer,18-24,Australia/Oceania,54521,2248,131,32.0,34
P103995,2025-01-31,LinkedIn,Education,"student loans, school reopening, edtech",#OnlineLearning,Neutral,-0.059,Regular User,55+,South Asia,657,18,0,0.0,0
P104628,2025-09-15,LinkedIn,Education,"student loans, curriculum",#Education,Negative,-0.447,Macro-Influencer,13-17,Africa,173932,4780,372,95.0,15
P104782,2025-07-18,TikTok,Business & Finance,"stock market, earnings report","#Finance, #Inflation, #IPO",Negative,-0.548,Regular User,45-54,North America,341,36,3,1.0,0
P103926,2025-11-24,YouTube,Technology,"robotics, AI",#5G,Positive,0.44,Regular User,25-34,Africa,94,14,1,0.0,0
P109940,2025-05-07,Twitter/X,Climate & Environment,"climate change, carbon emissions, flooding","#GoGreen, #Conservation, #Sustainability",Negative,-0.542,Micro-Influencer,45-54,South America,9889,472,40,12.0,1
P109373,2025-10-26,Facebook,Technology,"startup, app update, AI",#FutureTech,Positive,0.403,Regular User,25-34,Europe,1522,91,10,0.0,0
P106867,2025-12-23,TikTok,Business & Finance,"IPO, stock market","  #layoffs, #stockmarket, #inflation ",Negative,-0.418,Regular User,18-24,Australia/Oceania,711,14,0,0.0,0
P110495,2025-06-13,TikTok,Health & Wellness,"wellness tips, yoga","#MentalHealthMatters, #Fitness",Negative,-0.476,Verified/Celebrity,18-24,South Asia,13735841,656278,27231,14232.0,5908
P102324,2025-03-11,Facebook,Entertainment,"celebrity, series finale, trailer",#MovieNight,Negative,-0.309,Regular User,55+,Southeast Asia,1235,12,1,0.0,0
P106657,2025-03-25,TikTok,Health & Wellness,"wellness tips, vaccine","#PublicHealth, #Nutrition, #Fitness",Neutral,0.062,Regular User,55+,North America,794,63,3,0.0,0
P103189,2025-05-12,Instagram,Climate & Environment,"carbon emissions, heatwave, conservation","#RenewableEnergy, #Conservation, #GoGreen",Negative,-0.329,Micro-Influencer,18-24,Australia/Oceania,22608,2189,55,62.0,37
P102733,2025-10-30,Instagram,Sports,"match result, coach","#TeamSpirit, #Transfer, #Sports",Neutral,-0.068,Regular User,18-24,Europe,1917,47,5,0.0,0
P111301,2025-07-24,YouTube,Politics,"policy, budget, election","#Vote, #Democracy, #Budget2025",Negative,-0.181,Regular User,18-24,Africa,1881,203,14,1.0,1
P110276,2025-10-26,Facebook,Politics,protest,"#Election2025, #Government, #Vote",Negative,-0.566,Regular User,18-24,South America,263,28,3,0.0,0
P100147,2025-11-20,TikTok,Technology,"AI, cybersecurity",#Gadgets,Neutral,0.144,Regular User,35-44,Middle East,198,26,2,0.0,0
P109811,2025-01-05,Instagram,Entertainment,"series finale, streaming, award show","#CelebNews, #MovieNight",Positive,0.863,Regular User,55+,North America,1428,117,12,2.0,0
P105917,2025-10-13,YouTube,Health & Wellness,"fitness routine, nutrition, yoga","#Fitness, #Wellness, #MentalHealthMatters",Negative,-0.366,Micro-Influencer,25-34,Middle East,41104,1833,80,10.0,14
P103270,2025-09-13,LinkedIn,Entertainment,"series finale, box office","#CelebNews, #StreamingNow",Positive,0.258,Regular User,18-24,North America,1734,40,6,0.0,0
P100876,2025-02-13,LinkedIn,Technology,"app update, 5G","  #startuplife, #cybersecurity ",Neutral,0.042,Regular User,45-54,North America,850,15,1,0.0,0
P103158,2025-02-19,YouTube,Climate & Environment,"flooding, carbon emissions",#RenewableEnergy,Positive,0.266,Micro-Influencer,45-54,Middle East,10932,283,16,2.0,1
P102903,2025-07-27,Twitter/X,Education,"student loans, exam results, online learning","#Scholarship, #StudentLife",Neutral,0.128,Macro-Influencer,18-24,South Asia,482026,13100,898,215.0,53
P102830,2025-04-21,TikTok,Education,"curriculum, school reopening","#Education, #OnlineLearning, #Exams",Positive,0.598,Macro-Influencer,35-44,South Asia,356979,66779,7988,926.0,1096
P110073,2025-04-10,TikTok,Climate & Environment,conservation,"#GoGreen, #Conservation",NEUTRAL,-0.013,Micro-Influencer,18-24,South America,30040,1689,132,17.0,9
P103685,2025-09-04,LinkedIn,Sports,world cup,"#Sports, #GameDay, #Championship",Positive,0.577,Regular User,18-24,Middle East,1058,40,4,0.0,0
P109967,2025-09-08,LinkedIn,Education,"student loans, online learning, curriculum",#Exams,NEUTRAL,0.06,Micro-Influencer,55+,South Asia,29793,144,9,0.0,1
P101555,2025-10-17,Twitter/X,Business & Finance,"layoffs, inflation, earnings report",#Inflation,Negative,-0.366,Regular User,35-44,Middle East,93,13,0,0.0,0
P105056,2025-03-27,Instagram,Entertainment,"streaming, trailer, award show","#Concert, #AwardSeason",Positive,0.553,Regular User,18-24,Australia/Oceania,172,20,1,0.0,0
P104573,2025-06-09,YouTube,Entertainment,award show,"#StreamingNow, #BoxOffice",Positive,1.0,Regular User,25-34,South Asia,556,49,4,0.0,0
P109775,2025-01-25,Instagram,Technology,cloud computing,#StartupLife,Negative,-0.446,Verified/Celebrity,25-34,Middle East,1459594,34335,1268,,390
P105618,2025-03-18,Instagram,Politics,"reform, protest, election","#Government, #PolicyReform, #Budget2025",Negative,-0.45,Regular User,18-24,Africa,510,55,4,1.0,0
P106377,2025-02-06,TikTok,Education,"student loans, online learning","  #scholarship, #studentlife ",Neutral,-0.127,Regular User,35-44,South America,1666,39,4,0.0,0
P111011,2025-07-06,YouTube,Business & Finance,startup funding,"#Layoffs, #Finance",Negative,-0.37,Regular User,18-24,Middle East,1745,24,2,0.0,0
P103543,2025-06-13,Twitter/X,Entertainment,"movie release, series finale","#CelebNews, #MovieNight",Positive,0.783,Regular User,55+,Europe,199,21,1,0.0,0
P106538,2025-08-29,Facebook,Climate & Environment,"renewable energy, climate change",#Sustainability,Negative,-0.955,Regular User,35-44,Middle East,473,25,2,0.0,0
P103191,2025-11-17,Facebook,Education,school reopening,"#Exams, #EdTech, #Education",Neutral,-0.105,Regular User,45-54,Africa,1127,22,2,0.0,0
P103494,2025-01-24,Instagram,Education,"exam results, online learning",#OnlineLearning,Neutral,-0.142,Regular User,25-34,South America,1072,22,2,0.0,0
P109620,2025-01-03,Facebook,Technology,"data privacy, startup, robotics","#TechNews, #5G, #StartupLife",Positive,0.406,Regular User,25-34,North America,807,25,2,0.0,0
P105938,2025-04-27,YouTube,Health & Wellness,"fitness routine, mental health",#SelfCare,Positive,0.348,Regular User,35-44,North America,1049,12,1,0.0,0
P107291,2025-03-18,Facebook,Entertainment,award show,"#NewAlbum, #MovieNight, #Concert",Positive,0.372,Regular User,25-34,Southeast Asia,99,13,1,0.0,0
P100981,2025-01-19,TikTok,Climate & Environment,sustainability,#ClimateChange,Negative,-0.448,Macro-Influencer,13-17,North America,257046,10840,1188,94.0,63
P100048,2025-12-28,Instagram,Entertainment,"movie release, streaming","#StreamingNow, #AwardSeason",Positive,0.43,Regular User,25-34,Australia/Oceania,246,16,2,0.0,0
P106112,2025-09-20,YouTube,Politics,"reform, protest, government",#Election2025,Neutral,-0.045,Regular User,25-34,South America,313,6,0,0.0,0
P105687,2025-04-25,Facebook,Climate & Environment,"conservation, carbon emissions","#Sustainability, #GoGreen",Positive,0.51,Regular User,18-24,,1795,43,6,0.0,0
P110258,2025-09-06,YouTube,Entertainment,"series finale, award show","#NewAlbum, #Concert, #MovieNight",Neutral,-0.065,Brand Account,13-17,Middle East,2769389,55812,2328,313.0,151
P102967,2025-04-22,Twitter/X,Education,"student loans, edtech, exam results",#Exams,Positive,0.467,Verified/Celebrity,35-44,Southeast Asia,7614400,186226,23866,1122.0,3079
P111733,2025-12-04,LinkedIn,Politics,"budget, policy",#Election2025,Negative,-0.52,Micro-Influencer,35-44,South America,47626,251,19,6.0,1
P103896,2025-05-19,YouTube,Entertainment,"trailer, series finale","#BoxOffice, #Concert, #MovieNight",Positive,0.745,Regular User,25-34,Southeast Asia,1532,49,3,0.0,0
P101549,2025-01-21,Twitter/X,Health & Wellness,"public health, yoga, fitness routine","  #wellness, #fitness ",Positive,0.264,Regular User,45-54,North America,850,11,0,0.0,0
P100995,2025-11-29,YouTube,Technology,robotics,#CyberSecurity,Positive,0.42,Micro-Influencer,25-34,Middle East,42341,4386,344,39.0,22
